id,video,title,upload_date,channel,views,description,chapters,segments,date_updated
11,Iqg48tDqPEY,"Driving from Feldkirch, Austria to Liechtenstein",6112024.0,UC1EyY4iqdnCB1MIL5JVe6bg,2552,Video recorded on 2024 October,[],13,3062025
12,uZDBUddORzo,Driving in Liechtenstein (Road Trip to Cannes 2018),16062018.0,UCLybjxNRc6s3QXSmXOzTRxQ,20984,"This is part of our European Road Trip 2018 from the  UK to Cannes for a music conference called MIDEM.  Starting off from the ski-resort village of Malbun, and working my way down to Vaduz, through bits of Switzerland and Austria, though I had to pull over and take my dashcam off in Austria for obvious reasons.",[],12,3062025
13,ofIfvlKLb8k,Faroe Islands drive series ⑤ From Tórshavn to Klaksvík Faroe Islands 🇫🇴 October 2023,1072024.0,UCH1Mp77_k2IWQVs7BIdm_Fg,354,#travel #2023 #europe #greatview #denmark #faroeislands #driving #travellife #beautifuldestinations,[],8,3062025
14,sgu73NaHaDU,Eritrea-4K - Scenic Drive Keren To Asmara With Music 🇪🇷,30102024.0,UCVqqZf52GTU6DQLsTHgghfA,28595,Eritrea is one of Africa's hidden gems. Enjoy this 4k Scenic Relaxation film across Eritrea's diverse terrain. This is some of the epic landscapes and beautiful scenery you’ll see when you drive between the Keren and the Asmara… Where we call home. #ERITREA MUSIC #ERITREA CLASSIC MUSIC,[],9,3062025
15,4JGihlChyQo,Driving Southern California San Diego Coast in 8K Dolby Vision HDR - Oceanside to Coronado,11102023.0,UCX_uGzVgYJuo_iuYSBqEr4g,415688,"I hope you enjoy this 2.5 hour drive along the coast of San Diego in California! In this epic driving video, we take you on a road trip from the charming town of Oceanside, all the way to the breathtaking Coronado Island.   Our road trip begins in Oceanside, a coastal gem known for its long sandy beaches, vibrant pier, and relaxed beach town atmosphere. We'll start by exploring the iconic Oceanside Pier and its surroundings, enjoying the crashing waves and the sight of surfers catching their perfect waves.  As we hit the road, you'll witness the transformation of the landscape from laid-back beachfront to the bustling city life of San Diego. Cruise along the historic Highway 101, which offers picturesque views and a glimpse of charming beach communities that make up the heart of Southern California.  Our journey continues through the scenic towns of Carlsbad, Encinitas, and La Jolla, each with its unique attractions and breathtaking coastal vistas. We'll make pit stops to explore the coastal cliffs and reveal some hidden gems along the way.  We also take a quick stop at University of San Diego on student move in day.  The drive takes us past the magnificent Torrey Pines State Natural Reserve and down the scenic coastline of San Diego, where you'll catch glimpses of picturesque beaches, coastal parks, and the Torrey Pines Golf Course.  Finally, our adventure reaches its grand finale as we cross the iconic Coronado Bridge, offering breathtaking views of the San Diego skyline. Welcome to the enchanting Coronado Island, renowned for its pristine beaches, historic Hotel del Coronado, and vibrant arts scene.  The Top Gun Maverick beach volleyball scene was filmed here.  Join us on this unforgettable San Diego coastal journey that captures the essence of this beautiful region. Whether you're planning your own road trip or just looking for a virtual escape, this video will inspire and immerse you in the natural beauty and rich culture of San Diego.  Don't forget to like, subscribe, and hit the notification bell to stay updated with our travel adventures. Share your thoughts in the comments below and let us know if you've experienced this iconic coastal drive yourself!  If you enjoyed this video please like and subscribe and I will create more videos like it.  I will reply to every comment on this video. Thank you for your support.   Best viewed in 8K or 4k HDR TVs.  This video was captured with 3D Binaural Audio ASMR.  Although the audio can be enjoyed with any speakers, headphones provides an immersive experience.  #pacificcoasthighway  #Driving #California #PCH  #drivingtour #sunsetdrive  #sunset  #california #freeway  [8K HDR] Driving Southern California San Diego Coast in 8K HDR Dolby Vision - Oceanside CA to Cornado CA San Diego 8K 4K HDR 60fps with 3D Binaural Audio ASMR  Recording Date: Sept 2023  Timestamps: 0:00:00 Preview 0:01:24 Oceanside Harbor 0:11:22 Oceanside Beach 0:30:00 South Oceanside 0:34:33 Carsbad Village 0:37:10 Carsbad 0:49:35 Encinitas 1:02:57 Solana Beach 1:06:26 Del Mar 1:13:55 Torrey Pines 1:19:37 University of California San Diego 1:23:53 More Torrey Pines 1:25:53 La Jolla Shores 1:34:28 Village of La Jolla 1:42:48 La Jolla 1:52:12 Pacific Beach 1:58:10 Mission Beach 2:03:00 San Diego 2:10:00 Downtown San Diego 2:14:14 Coronado 2:21:10 Coronado Beach (from Top Gun Maverick Beach scene)    Stuff I Use HDR Mastering Monitor:  LG 77-inch Class OLED Z2 Series 8K  https://amzn.to/3scOUPi Favorite Drone: Mavic 3 Pro Cine https://amzn.to/3Mm48Iv Travel Drone: Mavic 3 Mini https://amzn.to/3Xl3L42 Waterproof Carry-On: Pelican https://amzn.to/3k5xEHq Gimbal: https://amzn.to/3k3Cg0C Video Storage: https://amzn.to/3CxrAxx Waterproof Camera Bag: https://amzn.to/3CxrAxx Driving Glasses:  Raybans https://amzn.to/3iwuewL Travel Headphones: Apple https://amzn.to/3k74YO4 Studio Headphones: Apple https://amzn.to/3ZmH80Z Software: Adobe CC https://amzn.to/3ZpiP2F   Custom Built Gaming Editing PC CPU: Intel https://amzn.to/3WWVFyQ GPU: NVIDIA https://amzn.to/3XmdmYG Motherboard: https://amzn.to/3ZmJtsR RAM: Kingston https://amzn.to/3WVzpp4 Silent Case: Corsair Silent https://amzn.to/3GQNpeg Gaming Monitor:  https://amzn.to/3D5DTll Gaming Mouse: Logitech G https://amzn.to/3WVzpp4 Gaming Keyboard: Logitech G https://amzn.to/3XBvNZx Gaming Headset: Arctis Nova Pro Wireless https://amzn.to/3X1nMNi  Recommended Products Make Life Easier: Roborock S7MaxV Ultra  https://amzn.to/3QqG5ZX  All Footage in this video is copyright under licensed or created by me. All footage edited And color corrected by me.  Do not reproduce or reupload.   Thank you for watching and your support!  Copyright © 2023 Relaxing Scenes All Rights Reserved.","[{'title': 'Preview', 'timestamp': '0:00:00'}, {'title': 'Oceanside Harbor', 'timestamp': '0:01:24'}, {'title': 'Oceanside Beach', 'timestamp': '0:11:22'}, {'title': 'South Oceanside', 'timestamp': '0:30:00'}, {'title': 'Carsbad Village', 'timestamp': '0:34:33'}, {'title': 'Carsbad', 'timestamp': '0:37:10'}, {'title': 'Encinitas', 'timestamp': '0:49:35'}, {'title': 'Solana Beach', 'timestamp': '1:02:57'}, {'title': 'Del Mar', 'timestamp': '1:06:26'}, {'title': 'Torrey Pines', 'timestamp': '1:13:55'}, {'title': 'University of California San Diego', 'timestamp': '1:19:37'}, {'title': 'More Torrey Pines', 'timestamp': '1:23:53'}, {'title': 'La Jolla Shores', 'timestamp': '1:25:53'}, {'title': 'Village of La Jolla', 'timestamp': '1:34:28'}, {'title': 'La Jolla', 'timestamp': '1:42:48'}, {'title': 'Pacific Beach', 'timestamp': '1:52:12'}, {'title': 'Mission Beach', 'timestamp': '1:58:10'}, {'title': 'San Diego', 'timestamp': '2:03:00'}, {'title': 'Downtown San Diego', 'timestamp': '2:10:00'}, {'title': 'Coronado', 'timestamp': '2:14:14'}, {'title': 'Coronado Beach (from Top Gun Maverick Beach scene)', 'timestamp': '2:21:10'}]",7,3062025
16,TKXHxRzvNIE,Driving Southern California San Diego Coast in 8K Dolby Vision HDR - Oceanside to Pacific Beach,7052025.0,UCX_uGzVgYJuo_iuYSBqEr4g,107016,"I hope you enjoy this 2 hour drive along the coast of San Diego in California! In this epic driving video, we take you on a road trip from the charming town of Oceanside, all the way to the upscale town of La Jolla California   Our road trip begins in Oceanside, a coastal gem known for its long sandy beaches, vibrant pier, and relaxed beach town atmosphere. We'll start by exploring the iconic Oceanside Pier and its surroundings, enjoying the crashing waves and the sight of surfers catching their perfect waves.  As we hit the road, you'll witness the transformation of the landscape from laid-back beachfront to the bustling city life of San Diego. Cruise along the historic Highway 101, which offers picturesque views and a glimpse of charming beach communities that make up the heart of Southern California.  Our journey continues through the scenic towns of Carlsbad, Encinitas, and we end at sunset in La Jolla, each with its unique attractions and breathtaking coastal vistas.   Join us on this unforgettable San Diego coastal journey that captures the essence of this beautiful region. Whether you're planning your own road trip or just looking for a virtual escape, this video will inspire and immerse you in the natural beauty and rich culture of San Diego.  Don't forget to like, subscribe, and hit the notification bell to stay updated with our travel adventures. Share your thoughts in the comments below and let us know if you've experienced this iconic coastal drive yourself!  If you enjoyed this video please like and subscribe and I will create more videos like it.  I will reply to every comment on this video. Thank you for your support.   Best viewed in 8K or 4k HDR TVs.  This video was captured with 3D Binaural Audio ASMR.  Although the audio can be enjoyed with any speakers, headphones provides an immersive experience.  #pacificcoasthighway  #Driving #California #PCH  #drivingtour #sunsetdrive  #sunset  #california #freeway #beach   [8K HDR] Driving Southern California San Diego Coast in 8K HDR Dolby Vision - Oceanside CA to Pacific Beach CA San Diego 8K 4K HDR 60fps with 3D Binaural Audio ASMR  Recording Date: 2025  Timestamps: 0:00:00 Preview 0:01:34 Camp Pendelton Vista Overlook 0:2:00 5 FWY South to San Diego Coastal Drive 0:10:30 Oceanside 0:29:30 Carsbad 0:46:27 Encinitas 0:57:00 Solana Beach 1:04:00 Del Mar 1:08:00 Torrey Pines 1:10:00 University of California San Diego 1:15:53 La Jolla Shores 1:22:28 Village of La Jolla 1:35:48 La Jolla 1:42:00 Pacific Beach     Stuff I Use HDR Mastering Monitor:  LG 77-inch Class OLED Z2 Series 8K  https://amzn.to/3scOUPi Favorite Drone: Mavic 3 Pro Cine https://amzn.to/3Mm48Iv Travel Drone: Mavic 3 Mini https://amzn.to/3Xl3L42 Waterproof Carry-On: Pelican https://amzn.to/3k5xEHq Gimbal: https://amzn.to/3k3Cg0C Video Storage: https://amzn.to/3CxrAxx Waterproof Camera Bag: https://amzn.to/3CxrAxx Driving Glasses:  Raybans https://amzn.to/3iwuewL Travel Headphones: Apple https://amzn.to/3k74YO4 Studio Headphones: Apple https://amzn.to/3ZmH80Z Software: Adobe CC https://amzn.to/3ZpiP2F   Custom Built Gaming Editing PC CPU: Intel https://amzn.to/3WWVFyQ GPU: NVIDIA https://amzn.to/3XmdmYG Motherboard: https://amzn.to/3ZmJtsR RAM: Kingston https://amzn.to/3WVzpp4 Silent Case: Corsair Silent https://amzn.to/3GQNpeg Gaming Monitor:  https://amzn.to/3D5DTll Gaming Mouse: Logitech G https://amzn.to/3WVzpp4 Gaming Keyboard: Logitech G https://amzn.to/3XBvNZx Gaming Headset: Arctis Nova Pro Wireless https://amzn.to/3X1nMNi Recommended Products Make Life Easier: Roborock S7MaxV Ultra  https://amzn.to/3QqG5ZX  'Freedom' by Scott Buckley - released under CC-BY 4.0. www.scottbuckley.com.au   All Footage in this video is copyright under licensed or created by me. All footage edited And color corrected by me.  Do not reproduce or reupload.   Thank you for watching and your support!  Copyright © 2025 Relaxing Scenes All Rights Reserved.","[{'title': 'Preview', 'timestamp': '0:00:00'}, {'title': 'Camp Pendelton Vista Overlook', 'timestamp': '0:01:34'}, {'title': '5 FWY South to San Diego Coastal Drive', 'timestamp': '0:02:00'}, {'title': 'Oceanside', 'timestamp': '0:10:30'}, {'title': 'Carsbad', 'timestamp': '0:29:30'}, {'title': 'Encinitas', 'timestamp': '0:46:27'}, {'title': 'Solana Beach', 'timestamp': '0:57:00'}, {'title': 'Del Mar', 'timestamp': '1:04:00'}, {'title': 'Torrey Pines', 'timestamp': '1:08:00'}, {'title': 'University of California San Diego', 'timestamp': '1:10:00'}, {'title': 'La Jolla Shores', 'timestamp': '1:15:53'}, {'title': 'Village of La Jolla', 'timestamp': '1:22:28'}, {'title': 'La Jolla', 'timestamp': '1:35:48'}, {'title': 'Pacific Beach', 'timestamp': '1:42:00'}]",7,3062025
17,sh-nsMhk_3k,Driving Through Entire Liechtenstein,19122021.0,UCShvWgyg1akkI7Fn0q8-IRw,1744,"So in this Video we´re going to drive through Liechtenstein in it´s entirety. A complete / full walkthrough or drivethrough if you want so. It is a huge country and driving along it´s complete length should take a while. Well, enjoy a complete Liechtenstein trip in a single video! Featuring: Vaduz, Balzers, Triesen, Schaan, Nendeln & Schaanwald. Enjoy!  #liechtenstein #drivinginliechtenstein #microstate",[],6,3062025
18,hpyk9hHgfQA,レソト Lesotho 4k drive,11082023.0,UCTnoGY7VGoJrE3qwSBZqkcg,1829,✅Featured Video https://youtu.be/NeOSg6zhDPI  https://youtu.be/wjGq4ibrk7Q  https://youtu.be/1vtcvN_AnnE  https://youtu.be/aqVOHeBIbtA,[],6,3062025
19,W3sdsRY3lak,Faroe Islands drive series ③ Streymoy island  Faroe Islands 🇫🇴,30062024.0,UCH1Mp77_k2IWQVs7BIdm_Fg,381,#travel #2023 #europe #greatview #denmark #faroeislands #driving #travellife #beautifuldestinations,[],6,3062025
20,fNkMoxcJNkg,Road Trip: Maseru to Mohale,21042025.0,UCWK0oEc39hg2Emcvtn0azhA,118,"In this video we drive from Maseru   to Mohale (Lesotho). Come with us as we explore the beautiful landscape of Lesotho.  Background music:  Beat Your Competition - Vibe Tracks   Alternate - Vibe Tracks Heart Break - Vibe Tracks Jack in the Box - Silent Partner Malmo Sunrise - The 126ers Microchip - Jason Farnham Parasail - Silent Partner Pickup Truck • Silent Partner • No Copyright Music • Royalty Free Music  Triangles - Silent Partner Whisper - Riot  Please subscribe, like, comment and share.",[],5,3062025
21,OZ3DOPUKxuE,Andorra to Spain by car (4K POV Drive),1032025.0,UCeaLkQCZ2LLKwenAC1Eem6A,5321,"Join me on an incredible drive from Andorra la Vella, the heart of Andorra, through the stunning Pyrenees into northern Spain. This route takes us across winding mountain roads, deep valleys, and charming rural landscapes, offering a perfect mix of adventure and tranquility.  First Andorra video is here: https://www.youtube.com/watch?v=F9lmr2VsEcQ  As we leave the bustling capital behind, we ascend through picturesque alpine scenery, passing lush forests, steep cliffs, and sharp hairpin turns. Crossing into Spain, the road transforms into a peaceful countryside route, leading to the quiet village of Els Hostalets de Tost, a hidden gem surrounded by nature.  🎥 Highlights include:  🏔 Scenic Mountain Views – Enjoy breathtaking panoramas of the Pyrenees. 🚗 Twisting Alpine Roads – Experience thrilling curves and elevation changes. 🏡 Crossing into Spain – A seamless transition from Andorra’s rugged peaks to Catalonia’s rolling hills.  🌟 Features:  📷 POV driving experience with immersive visuals and natural road sounds. 🛣 Uninterrupted footage showcasing the beauty of the Andorran-Spanish border. 🎬 Perfect for travel inspiration, road trip planning, or a relaxing scenic drive.  🌍 Route Details:  📍 Starting Point: Andorra la Vella, Andorra 🇦🇩 (https://maps.app.goo.gl/zgPvUePa7SuRTBXf7) 📍 Ending Point: Els Hostalets de Tost, Spain 🇪🇸 (https://maps.app.goo.gl/cgmQHynEfWDZN87j6) ⏳ Duration: ~40 min  🚗 Buckle up and enjoy this picturesque drive through one of Europe’s most scenic mountain regions! Don’t forget to like, comment, and subscribe for more road trip adventures. 🌍✨",[],5,3062025
22,sJ0KUfulWF0,Drive with me from Kigali - Rwamagana - Kayonza. 2023,17052023.0,UCHELNMMc73LshDQQ4Kf80ig,195,"A very clean ride from Kigali to Kayonza .Rwanda  Let me know if you want more videos like this, I will be happy to share that with you. Don't forget to comment, like the video, Share and Subscribe! Follow me on Instagram.com/kemgkingface My music Channel: https://www.youtube.com/@UCSZCAfaEvrBY49F0R7iGd5Q    Song: Justhea - Travel (Vlog No Copyright Music) Video Link: https://youtu.be/xSekRoYIU28",[],5,3062025
23,SIi1fFNRGTU,Driving in Liechtenstein | from Planken to Balzers | 4K,28052023.0,UCOpfzYU2yx_D4Ve1qJqfyhA,3797,Driving in Liechtenstein | from Planken to Balzers  Liechtenstein | Drive through the most beautiful villages Liechtenstein is the 4th smallest country in Europe. The direct neighbors are Switzerland and Austria.  There is no border between Switzerland and Liechtenstein. Liechtenstein has been part of the Swiss economic area since 1923.  Accompany me on a tour through wonderful villages in Liechtenstein.  THANK YOU FOR WATCHING MY CHANNEL.  Please support my channel by subscribing  Another video from Liechtenstein: https://youtu.be/Z0Y1qIWhDU0  INFO:  https://www.google.com/maps/place/Liechtenstein  #4k  #driving  #Driving in Liechtenstein #Travel Video FJM #Planken,[],5,3062025
24,8doAbYRCy0U,MALTA ~ Drive from St. Paul's Bay to Qormi | Malta Road Trip through Local Streets #DrivingInMalta,15122024.0,UCn7-tbQ5kifPd9bdGj4t3aQ,718,"Take a drive from St. Paul’s Bay to Qormi in Malta, exploring the local streets and everyday life on the roads. Experience Malta's urban landscapes and towns in this road trip video.  Full YouTube Description: Join me for a straightforward drive from St. Paul's Bay to Qormi, two important towns in Malta. In this video, we'll travel through local streets, passing by cars, buildings, and everyday scenes of life on the roads. Whether you’re curious about the urban areas of Malta or interested in road trip experiences, this drive offers an insight into the island’s towns and daily traffic.  In this video, we cover:  A drive through St. Paul’s Bay and Qormi, two notable towns in Malta A look at the local roads, buildings, and everyday driving experience Views of Malta’s urban and suburban areas as we pass through If you enjoy driving videos, Malta road trips, or are just interested in the island’s urban life, be sure to like, share, and subscribe for more content about Malta!  🔔 Subscribe for more road trips and exploration of Malta!  @Malta2024",[],7,3062025
25,xx8-5K6DIxI,"Malta, Driving From Coast To Coast - 🇲🇹 Malta [4K HDR] DrivingTour",10122022.0,UCYulrOk4EbqL833oETw0bWQ,17393,"Driving from the Dingli Cliffs Radar Station on the west coast, to the Mediterranean beaches on the east coast of Malta, sightseeing the inner rural and medieval land of Malta as we pass through this area. This video includes Binaural Audio 🎧. Put on headphones for the best and immersive experience. Click here ▶ to see highlights and guide.   (From Wiki): Malta is an island country in the Mediterranean Sea. It consists of an archipelago, between Italy and Libya, and is often considered a part of Southern Europe.With a population of about 516,000 over an area of 316 km2 (122 sq mi), Malta is the world's tenth-smallest country in area and fourth most densely populated sovereign country. Its capital is Valletta, which is the smallest national capital in the European Union by area and population.   Date recorded: December, 2022 Weather: ⛅ 19C | 62F  Video Format: 4K 60FPS Audio Format: WAV 96kHz Binaural Audio 🎧 - Put on headphones for the best and immersive experience ----------------------------------------------------------------------------------------------------------- Lets connect or support and receive updates of the travel places to be viewed in upcoming videos:  Support me on【Paypal】 https://www.paypal.me/WanderlustTV Support me on【Patreon】 https://www.patreon.com/WanderlustTravelVideos Follow me on 【Instagram】 https://www.instagram.com/wanderlusttravelvideos/ Follow me on 【Facebook】 https://www.facebook.com/WanderlustTravelVideos/  #WanderlustTravelVideos #malta  --------------------------------------------------------------------------------------------------------- Highlights timestamps  (◉ Street/Road):   ▶(0:00) Intro  ▶(0:32) Triq Panoramika ◉ ▶(3:25) Triq San Pawl Tal-Pitkalii ◉ ▶(6:26) Triq Panoramika ◉ ▶(8:25) Triq San Pawl Tal-Pitkalii ◉ ▶(9:38) Triq Gann Mari Abela ◉ ▶(9:55) C. Bugeja ◉ ▶(10:04) Sir William Reid ◉ ▶(10:27) Guze Ellul Mercer ◉ ▶(11:26) Triq IIL-Ghajn ◉ ▶(12:18) Triq Ir-Rabat ◉ ▶(14:00) Triq Had-Dingli ◉ ▶(14:34) Triq Hal Tartarni ◉ ▶(15:14) Triq Gorg Borg Olivier ◉ ▶(16:36) Triq Nikola Saura ◉ ▶(17:37) Triq Ta'l-Infetti ◉ ▶(18:50) Triq Buqana ◉ ▶(21:19) Triq Sir Temi Zammit ◉ ▶(24:47) Triq Ghajn Tuffieha ◉ ▶(28:04) Route 118 ◉ ▶(32:31) Dawret San Pawl ◉ ▶(36:01) Kennedy Drive ◉ ▶(37:19) Tul IL-Kosta ◉ ▶(41:52) Bahar Ic-Caghaq ◉ --------------------------------------------------------------------------------------------------------- Improve your YouTube channel with TubeTubby https://www.tubebuddy.com/WTVAffiliatePromotion","[{'title': 'Intro', 'timestamp': '0:00:00'}, {'title': 'Triq Panoramika', 'timestamp': '0:00:32'}, {'title': 'Triq San Pawl Tal-Pitkalii', 'timestamp': '0:03:25'}, {'title': 'Triq Panoramika', 'timestamp': '0:06:26'}, {'title': 'Triq San Pawl Tal-Pitkalii', 'timestamp': '0:08:25'}, {'title': 'Triq Gann Mari Abela', 'timestamp': '0:09:38'}, {'title': 'C. Bugeja', 'timestamp': '0:09:55'}, {'title': 'Sir William Reid', 'timestamp': '0:10:04'}, {'title': 'Guze Ellul Mercer', 'timestamp': '0:10:27'}, {'title': 'Triq IIL-Ghajn', 'timestamp': '0:11:26'}, {'title': 'Triq Ir-Rabat', 'timestamp': '0:12:18'}, {'title': 'Triq Had-Dingli', 'timestamp': '0:14:00'}, {'title': 'Triq Hal Tartarni', 'timestamp': '0:14:34'}, {'title': 'Triq Gorg Borg Olivier', 'timestamp': '0:15:14'}, {'title': 'Triq Nikola Saura', 'timestamp': '0:16:36'}, {'title': ""Triq Ta'l-Infetti"", 'timestamp': '0:17:37'}, {'title': 'Triq Buqana', 'timestamp': '0:18:50'}, {'title': 'Triq Sir Temi Zammit', 'timestamp': '0:21:19'}, {'title': 'Triq Ghajn Tuffieha', 'timestamp': '0:24:47'}, {'title': 'Route 118', 'timestamp': '0:28:04'}, {'title': 'Dawret San Pawl', 'timestamp': '0:32:31'}, {'title': 'Kennedy Drive', 'timestamp': '0:36:01'}, {'title': 'Tul IL-Kosta', 'timestamp': '0:37:19'}, {'title': 'Bahar Ic-Caghaq', 'timestamp': '0:41:52'}]",4,3062025
26,ZCvpq5VklP0,"October 10, 2024 Trip from London, Ontario to Toronto, Ontario to Kingston, Ontario",24102024.0,UC6cQrbnMQU_a78Hrm3RmYVw,13,"Dashcam video of my trip back to Kingston, Ontario, Canada from Detroit, Michigan. This video shows the second leg of the journey back to Canada from London, Ontario to Toronto, Ontario, and finally arriving back in Kingston that night after stopping to refill gas.",[],5,3062025
27,Yg3u3pRs4zo,203 🇵🇪 Drive from Huancayo to Lima Peru,26102023.0,UCSMCv9FDp2R9_p1e0k61KwQ,1840,#peru #walking #cusco #cusco #peru #machupicchu #dashcam,[],7,3062025
28,UtJJsMDhdxs,Switzerland 4K - Swiss Alps Winter Villages - Scenic Drive,28022025.0,UCBcVQr-07MH-p9e2kRTdB3A,45588,"Winter 2025 driving from Interlacken to Grindelwald Switzerland! I made it back to Switzerland. We'll be visiting Germany Switzerland and Austria on this trip. Ill try to post every few days. Hope we are all doing well!  American Express Business Platinum Card: https://tinyurl.com/2y942kaf Amex Global Lounge Collection Airport Search: https://tinyurl.com/s9xkwx46 Priority Pass: https://tinyurl.com/u6wue43n (Not affiliate links. If you enjoy the videos and want to help me produce content, DM/email me for affiliate links where we both get points and perks. I currently can do this for Amex Business Cards & Chase Ink Business Cards. Thank you!)  YouTube https://www.youtube.com/@jutah Instagram https://www.instagram.com/j_utah99/ Twitter https://twitter.com/jutah99 Join this channel to get access to perks: https://www.youtube.com/channel/UCBcVQr-07MH-p9e2kRTdB3A/join  0:00 Intro 0:33 Interlaken Switzerland 8:00 Villages Mountains & Scenic Views 26:15 Grindelwald Switzerland  Switzerland is a mountainous Central European country, home to numerous lakes, villages and the high peaks of the Alps. Its cities contain medieval quarters, with landmarks like capital Bern’s Zytglogge clock tower and Lucerne’s wooden chapel bridge. The country is also known for its ski resorts and hiking trails. Banking and finance are key industries, and Swiss watches and chocolate are world renowned.  https://goo.gl/maps/rr8rBYKjdfGo4TdBA  Interlaken is a traditional resort town in the mountainous Bernese Oberland region of central Switzerland. Built on a narrow stretch of valley, between the emerald-colored waters of Lake Thun and Lake Brienz, it has old timber houses and parkland on either side of the Aare River. Its surrounding mountains, with dense forests, alpine meadows and glaciers, has numerous hiking and skiing trails.  Grindelwald, a village in Switzerland’s Bernese Alps, is a popular gateway for the Jungfrau Region, with skiing in winter and hiking in summer. It's also a base for mountain-climbing ascents up the iconic north face of Eiger Mountain. Gletscherschlucht, a glacial gorge just outside Grindelwald, features paths with interpretive signage, waterfalls and striated limestone walls.  https://goo.gl/maps/w2b4RxJAF4PxEUTk8","[{'title': 'Intro', 'timestamp': '0:00:00'}, {'title': 'Interlaken Switzerland', 'timestamp': '0:00:33'}, {'title': 'Villages Mountains & Scenic Views', 'timestamp': '0:08:00'}, {'title': 'Grindelwald Switzerland', 'timestamp': '0:26:15'}]",6,3062025
